"X1","X2","X1_2","X2_2","X1_ln","X2_ln","X1_sqrt","X2_sqrt","X1_e","X2_e"
0.011679,0.002427,0.000136399041,5.890329e-06,0.0116113268728301,0.00242405959211893,0.108069422132257,0.0492645917470144,1.01174746579824,1.00242994754858
0.011679,0.024405,0.000136399041,0.000595604025,0.0116113268728301,0.0241119562372177,0.108069422132257,0.1562209973083,1.01174746579824,1.02470523948532
0.011679,0.058861,0.000136399041,0.003464617321,0.0116113268728301,0.0571938021026656,0.108069422132257,0.242612860335144,1.01174746579824,1.06062780322884
0.011679,0.065451,0.000136399041,0.004283833401,0.0116113268728301,0.0633981836999081,0.108069422132257,0.255833930509618,1.01174746579824,1.06764042165111
0.011679,0.071387,0.000136399041,0.005096103769,0.0116113268728301,0.0689540707342121,0.108069422132257,0.267183457571759,1.01174746579824,1.07399678220773
0.011679,0.169027,0.000136399041,0.028570126729,0.0116113268728301,0.156171778887023,0.108069422132257,0.411128933547616,1.01174746579824,1.18415211059934
0.011679,0.215768,0.000136399041,0.046555829824,0.0116113268728301,0.195375975867664,0.108069422132257,0.464508342228641,1.01174746579824,1.24081447664671
0.011679,0.215929,0.000136399041,0.046625333041,0.0116113268728301,0.195508393681426,0.108069422132257,0.464681611428729,1.01174746579824,1.24101426385989
0.011679,0.22286,0.000136399041,0.0496665796,0.0116113268728301,0.201192377544206,0.108069422132257,0.47208050160963,1.01174746579824,1.24964561110333
0.011679,0.235129,0.000136399041,0.055285646641,0.0116113268728301,0.211175418066355,0.108069422132257,0.484901020827962,1.01174746579824,1.26507195248918
0.011679,0.284526,0.000136399041,0.080955044676,0.0116113268728301,0.250389778701991,0.108069422132257,0.533409786186943,1.01174746579824,1.32913187027935
0.011679,0.295414,0.000136399041,0.087269431396,0.0116113268728301,0.258830335180875,0.108069422132257,0.543520008831322,1.01174746579824,1.3436825281179
0.011679,0.303534,0.000136399041,0.092132889156,0.0116113268728301,0.265079037672268,0.108069422132257,0.550939198097213,1.01174746579824,1.35463764783908
0.011679,0.309028,0.000136399041,0.095498304784,0.0116113268728301,0.269284877073324,0.108069422132257,0.555902869213678,1.01174746579824,1.36210050878373
0.011679,0.310252,0.000136399041,0.096256303504,0.0116113268728301,0.270219485125228,0.108069422132257,0.557002692991695,1.01174746579824,1.36376874055605
0.011679,0.318499,0.000136399041,0.101441613001,0.0116113268728301,0.276493968373298,0.108069422132257,0.564357156417813,1.01174746579824,1.37506224612091
0.011679,0.333416,0.000136399041,0.111166229056,0.0116113268728301,0.28774407052986,0.108069422132257,0.577421856184887,1.01174746579824,1.39572780048201
0.011679,0.384478,0.000136399041,0.147823332484,0.0116113268728301,0.325323173289555,0.108069422132257,0.62006290003515,1.01174746579824,1.46884738295371
0.011679,0.398006,0.000136399041,0.158408776036,0.0116113268728301,0.335046935647902,0.108069422132257,0.630877167125265,1.01174746579824,1.48885296299826
0.011679,0.43288,0.000136399041,0.1873850944,0.0116113268728301,0.359686404934866,0.108069422132257,0.657936167116537,1.01174746579824,1.54169120665521
0.011679,0.459784,0.000136399041,0.211401326656,0.0116113268728301,0.378288479569794,0.108069422132257,0.678073742302414,1.01174746579824,1.58373186196434
0.011679,0.466718,0.000136399041,0.217825691524,0.0116113268728301,0.38302725164362,0.108069422132257,0.683167622183604,1.01174746579824,1.59475162004367
0.011679,0.480089,0.000136399041,0.230485447921,0.0116113268728301,0.392102221103114,0.108069422132257,0.692884550267936,1.01174746579824,1.61621823921534
0.011679,0.487676,0.000136399041,0.237827880976,0.0116113268728301,0.397215170766199,0.108069422132257,0.698338027032754,1.01174746579824,1.62852712169778
0.011679,0.489126,0.000136399041,0.239244243876,0.0116113268728301,0.39818937067246,0.108069422132257,0.699375435656701,1.01174746579824,1.63089019884114
0.011679,0.527775,0.000136399041,0.278546450625,0.0116113268728301,0.42381242859289,0.108069422132257,0.726481245456481,1.01174746579824,1.69515638650299
0.011679,0.557884,0.000136399041,0.311234557456,0.0116113268728301,0.443328490247933,0.108069422132257,0.746916327308488,1.01174746579824,1.74697199380208
0.011679,0.560523,0.000136399041,0.314186033529,0.0116113268728301,0.445021021485829,0.108069422132257,0.748680839877714,1.01174746579824,1.75158834148535
0.011679,0.599169,0.000136399041,0.359003490561,0.0116113268728301,0.469484119323821,0.108069422132257,0.774060075187966,1.01174746579824,1.82060524863524
0.011679,0.599989,0.000136399041,0.359986800121,0.0116113268728301,0.469996754222103,0.108069422132257,0.774589568739471,1.01174746579824,1.82209875719394
0.011679,0.620111,0.000136399041,0.384537652321,0.0116113268728301,0.482494665415525,0.108069422132257,0.787471269317173,1.01174746579824,1.85913439431134
